Lead_ID,Region,State,Course,Time_Slot,Pitch_Category,Pitch_Minutes,Followup_Gap,Script_Tone,Attempts,Lag,ELT,Outreach_Type,Engagement_Score,Lead_Score,High_Engagement,Conversion_Probability
L02968,South,Kerala,Cybersecurity,Afternoon,Long,10.5,3-5 Days,Casual,1,5.9,6.2,Direct,45,45,0,38.3
L02969,South,Karnataka,Data Science,Morning,Medium,6.6,2 Days,Casual,1,4.2,9.7,Direct,46,42,0,61
L02970,North,Haryana,Cloud,Evening,Long,9.6,Same Day,Casual,1,4.8,19.6,Direct,72,62,1,48
L02971,East,Odisha,AI & ML,Afternoon,Long,9.2,Same Day,Semi-Formal,1,3.2,14.1,Direct,63,54,0,63.5
L02972,North,Delhi,AI & ML,Evening,Medium,5.1,2 Days,Formal,1,6.7,10.9,Direct,74,69,1,50.4
L02973,North,Punjab,Data Science,Afternoon,Long,10.5,1 Day,Casual,1,11,7.9,Campus Ambassador,73,58,1,53
L02974,East,Bihar,AI & ML,Morning,Short,3,1 Day,Formal,1,3.4,9.9,Direct,68,65,0,41.8
L02975,North,Rajasthan,Cloud,Morning,Medium,5.1,Same Day,Casual,1,2.9,11.4,Direct,81,74,1,52.3
L02976,East,Odisha,Full Stack,Morning,Long,9.7,3-5 Days,Formal,1,2.9,13.6,Direct,38,32,0,27.7
L02977,North,Rajasthan,Cloud,Morning,Medium,6.9,Same Day,Casual,2,1,13.9,Campus Ambassador,84,75,1,61
L02978,South,Telangana,Data Science,Evening,Short,1.7,1 Day,Semi-Formal,1,7.3,8.7,Direct,68,53,0,42.8
L02979,East,West Bengal,AI & ML,Morning,Short,1.2,1 Day,Casual,1,6.8,12.2,Direct,77,70,1,54.6
L02980,West,Maharashtra,AI & ML,Afternoon,Medium,5.7,Same Day,Semi-Formal,1,5.8,11.4,Direct,73,65,1,59.4
L02981,West,Goa,Full Stack,Afternoon,Medium,5.2,1 Day,Formal,1,3.9,12.3,Campus Ambassador,60,48,0,43.7
L02982,South,Tamil Nadu,Data Science,Evening,Medium,6.1,2 Days,Semi-Formal,1,7.2,11.2,Direct,65,52,0,72.4
L02983,South,Andhra Pradesh,Full Stack,Afternoon,Short,1.7,Same Day,Casual,1,7.2,14,Direct,49,41,0,50.6
L02984,South,Tamil Nadu,Data Science,Morning,Medium,5.3,1 Day,Semi-Formal,1,6.8,10.2,Direct,80,74,1,66.1
L02985,North,Haryana,AI & ML,Afternoon,Medium,5.5,Same Day,Formal,1,4.5,10.3,Campus Ambassador,83,63,1,54.1
L02986,South,Telangana,Data Science,Evening,Short,2.5,1 Day,Semi-Formal,2,3.2,14.7,Direct,78,74,1,61.1
L02987,North,Rajasthan,Cybersecurity,Evening,Short,1.2,1 Day,Semi-Formal,1,8.4,13.5,Direct,91,76,1,70.6
L02988,West,Goa,Data Science,Afternoon,Medium,6.6,1 Day,Casual,1,3.8,14,Campus Ambassador,74,68,1,52.8
L02989,West,Goa,AI & ML,Morning,Long,10.8,Same Day,Semi-Formal,1,6.5,13.4,Direct,75,61,1,48.4
L02990,West,Goa,Cloud,Morning,Medium,5.9,3-5 Days,Semi-Formal,1,4.5,14.2,Direct,69,59,0,63.8
L02991,South,Telangana,AI & ML,Evening,Short,1.1,Same Day,Semi-Formal,1,2.7,13.2,Campus Ambassador,100,83,1,83.3
L02992,South,Karnataka,Cybersecurity,Afternoon,Long,9.9,Same Day,Formal,1,4,9.7,Campus Ambassador,40,42,0,46.7
L02993,South,Andhra Pradesh,Data Science,Evening,Medium,6.6,Same Day,Formal,1,6.8,9.8,Direct,90,72,1,70.3
L02994,North,Haryana,Full Stack,Afternoon,Medium,6,3-5 Days,Formal,1,2.8,14,Campus Ambassador,62,59,0,40.6
L02995,North,Punjab,Cloud,Morning,Long,9.7,Same Day,Formal,1,4.7,11.3,Direct,87,77,1,46.9
L02996,North,Rajasthan,Full Stack,Morning,Long,9.6,3-5 Days,Casual,1,1.4,15.8,Direct,40,46,0,50.6
L02997,West,Gujarat,AI & ML,Morning,Medium,7,Same Day,Formal,1,3.6,9,Direct,80,71,1,71.9
L02998,North,Rajasthan,Data Science,Evening,Short,1.3,Same Day,Formal,1,1,11.5,Direct,84,72,1,57.3
L02999,West,Gujarat,Data Science,Afternoon,Medium,6.7,1 Day,Semi-Formal,1,6.6,13.8,Direct,75,70,1,66.5
L03000,West,Goa,AI & ML,Evening,Long,9.3,2 Days,Casual,1,7.7,12.1,Direct,33,33,0,24
L03001,North,Uttar Pradesh,AI & ML,Morning,Short,2,Same Day,Semi-Formal,1,1.8,13,Direct,100,81,1,68.2
L03002,East,West Bengal,AI & ML,Morning,Long,10.8,2 Days,Casual,1,4.1,14.3,Direct,59,59,0,33.8
L03003,South,Kerala,Full Stack,Morning,Medium,6.5,1 Day,Semi-Formal,1,8.1,14.9,Campus Ambassador,100,76,1,82.3
L03004,West,Goa,AI & ML,Morning,Long,9.6,Same Day,Semi-Formal,1,5.5,18,Direct,65,53,0,49.9
L03005,West,Maharashtra,Full Stack,Afternoon,Short,1.5,1 Day,Formal,1,6.7,11.3,Direct,68,57,0,55.2
L03006,West,Goa,AI & ML,Afternoon,Medium,6.1,1 Day,Formal,1,6.8,11.9,Direct,76,70,1,59.5
L03007,North,Haryana,Cloud,Morning,Medium,5.5,Same Day,Casual,1,8.5,13.4,Direct,76,62,1,75.7
L03008,West,Goa,Cloud,Morning,Long,9.8,Same Day,Casual,2,7.2,16.4,Direct,76,60,1,66.7
L03009,East,Jharkhand,Cybersecurity,Morning,Short,1.8,2 Days,Casual,1,6,9.2,Campus Ambassador,43,50,0,42.6
L03010,North,Haryana,AI & ML,Evening,Medium,5.5,1 Day,Semi-Formal,1,7,14.5,Direct,68,60,0,49.5
L03011,South,Telangana,AI & ML,Evening,Long,10.4,Same Day,Formal,1,4.2,7.8,Campus Ambassador,53,43,0,43.5
L03012,East,Jharkhand,Cybersecurity,Afternoon,Medium,6.1,Same Day,Formal,1,2.8,9.5,Direct,47,47,0,39.7
L03013,East,Jharkhand,Data Science,Morning,Short,1.3,Same Day,Semi-Formal,1,5,12.1,Direct,71,55,1,61.2
L03014,West,Gujarat,Cloud,Evening,Short,2,1 Day,Casual,1,2.1,9.5,Direct,70,62,1,66.3
L03015,North,Uttar Pradesh,AI & ML,Morning,Long,10.2,Same Day,Formal,1,1.3,12.9,Direct,89,78,1,83.8
L03016,South,Kerala,Full Stack,Afternoon,Long,9.2,1 Day,Casual,1,2.2,16.8,Direct,79,72,1,73.2
L03017,West,Maharashtra,Full Stack,Evening,Short,1.5,Same Day,Formal,1,6.9,11.8,Direct,66,62,0,62.4
L03018,North,Uttar Pradesh,Cloud,Evening,Long,9.5,2 Days,Formal,1,5.4,13,Direct,48,49,0,26.8
L03019,West,Maharashtra,Cybersecurity,Afternoon,Medium,5.5,1 Day,Formal,1,1.4,7.2,Direct,69,60,0,52.7
L03020,West,Goa,Cloud,Evening,Medium,5.4,2 Days,Semi-Formal,1,3.9,14.4,Campus Ambassador,60,47,0,43.3
L03021,North,Punjab,Data Science,Afternoon,Long,9.4,3-5 Days,Formal,1,3.4,15.6,Direct,69,66,0,48.5
L03022,North,Punjab,Cloud,Morning,Long,10.8,1 Day,Casual,1,6.1,14.4,Campus Ambassador,57,52,0,41.1
L03023,West,Gujarat,AI & ML,Evening,Short,2.7,2 Days,Semi-Formal,1,2,12.3,Campus Ambassador,61,55,0,50.8
L03024,North,Delhi,AI & ML,Morning,Short,1.1,3-5 Days,Semi-Formal,1,1,15.7,Direct,56,51,0,45.4
L03025,North,Uttar Pradesh,Cybersecurity,Evening,Long,10.6,Same Day,Casual,1,4.2,12,Campus Ambassador,84,66,1,63.5
L03026,South,Andhra Pradesh,Data Science,Evening,Long,9.4,2 Days,Formal,1,3.9,9.3,Direct,46,46,0,55.9
L03027,North,Punjab,AI & ML,Evening,Short,2.6,2 Days,Formal,1,7.4,13.4,Campus Ambassador,49,48,0,37.3
L03028,South,Andhra Pradesh,Data Science,Afternoon,Short,1.2,1 Day,Semi-Formal,1,1.5,13,Direct,59,60,0,50.3
L03029,East,Bihar,Full Stack,Morning,Short,2.9,3-5 Days,Formal,1,5.2,11.5,Direct,68,63,0,34.7
L03030,West,Maharashtra,Cloud,Morning,Short,2.6,2 Days,Casual,1,7.6,8.6,Campus Ambassador,71,65,1,60.8
L03031,North,Haryana,AI & ML,Morning,Short,2.1,2 Days,Casual,1,7.9,10,Direct,82,74,1,72.4
L03032,West,Gujarat,Cloud,Evening,Short,1.5,Same Day,Semi-Formal,1,6.9,11.4,Direct,86,70,1,65.9
L03033,South,Telangana,Cybersecurity,Afternoon,Long,10.7,Same Day,Casual,1,2.5,11.6,Campus Ambassador,68,61,0,54.8
L03034,East,Odisha,Cybersecurity,Morning,Long,10.2,3-5 Days,Semi-Formal,1,3.6,8.4,Campus Ambassador,50,47,0,48.9
L03035,South,Kerala,Cybersecurity,Evening,Medium,5.3,Same Day,Semi-Formal,1,4.2,15,Direct,80,64,1,46
L03036,West,Maharashtra,Cloud,Evening,Long,10.1,Same Day,Formal,1,3.4,17,Campus Ambassador,53,45,0,44.1
L03037,East,Bihar,Data Science,Evening,Medium,6.6,1 Day,Casual,1,5.3,15.1,Direct,85,78,1,62.9
L03038,West,Gujarat,Full Stack,Evening,Long,9.1,Same Day,Semi-Formal,1,6.2,14.3,Direct,68,62,0,64.1
L03039,North,Uttar Pradesh,Data Science,Evening,Short,2.1,3-5 Days,Semi-Formal,1,7.1,13.3,Direct,62,56,0,53.9
L03040,South,Andhra Pradesh,Cybersecurity,Evening,Medium,6.3,Same Day,Casual,1,3.4,14.9,Direct,56,45,0,50.9
L03041,East,Bihar,AI & ML,Afternoon,Short,2.4,Same Day,Casual,1,5.8,15.8,Campus Ambassador,71,55,1,72.2
L03042,West,Goa,Data Science,Morning,Short,2.8,3-5 Days,Casual,1,5.1,11.6,Direct,40,37,0,50.3
L03043,South,Tamil Nadu,Cloud,Evening,Short,1.6,1 Day,Casual,1,5,14.1,Campus Ambassador,86,67,1,67.9
L03044,North,Punjab,Cybersecurity,Morning,Long,10.6,Same Day,Casual,1,6.9,12.2,Direct,38,38,0,27.9
L03045,West,Gujarat,Full Stack,Morning,Long,10.1,3-5 Days,Formal,1,3,16,Direct,51,41,0,26
L03046,West,Goa,Cloud,Morning,Long,9.2,2 Days,Semi-Formal,1,6.3,15,Direct,42,40,0,44.4
L03047,East,Bihar,Cybersecurity,Morning,Long,9.9,Same Day,Semi-Formal,3,7.1,10.9,Direct,62,50,0,41.5
L03048,North,Rajasthan,Full Stack,Evening,Long,9.1,3-5 Days,Formal,1,2.5,14.5,Direct,46,43,0,32.3
L03049,North,Delhi,Cloud,Morning,Medium,5.7,3-5 Days,Formal,1,4.7,14.7,Direct,64,60,0,35.4
L03050,West,Goa,Cloud,Evening,Short,2.2,2 Days,Formal,1,4.3,11.8,Direct,66,60,0,51.4
L03051,South,Tamil Nadu,Full Stack,Morning,Short,2.2,1 Day,Casual,1,6.1,13.3,Direct,92,75,1,54
L03052,West,Maharashtra,Cloud,Afternoon,Short,1.5,1 Day,Casual,1,6,10.9,Direct,55,49,0,44.9
L03053,South,Andhra Pradesh,Full Stack,Afternoon,Long,9.5,2 Days,Semi-Formal,1,8.9,13.9,Direct,54,44,0,49.1
L03054,West,Maharashtra,AI & ML,Evening,Short,2.2,2 Days,Casual,1,6.7,12.7,Campus Ambassador,75,67,1,49.1
L03055,South,Andhra Pradesh,Full Stack,Evening,Long,10.2,1 Day,Semi-Formal,1,6,12.5,Direct,60,52,0,42.8
L03056,East,Bihar,Cloud,Afternoon,Short,1.2,1 Day,Casual,1,7.7,11.2,Direct,86,79,1,73.7
L03057,South,Andhra Pradesh,Cloud,Morning,Short,3,Same Day,Casual,1,2.2,13.4,Direct,92,80,1,76.1
L03058,North,Delhi,AI & ML,Evening,Long,9.9,2 Days,Semi-Formal,1,7.4,11.8,Direct,75,64,1,63.6
L03059,West,Gujarat,Cybersecurity,Evening,Medium,5.9,1 Day,Casual,1,7.1,12.5,Direct,58,56,0,61.6
L03060,East,Odisha,Cloud,Afternoon,Short,1,1 Day,Semi-Formal,2,7.3,12.3,Direct,70,59,1,46.7
L03061,East,Odisha,Data Science,Morning,Short,1.8,1 Day,Semi-Formal,1,6.9,11.6,Direct,70,67,1,66.5
L03062,East,Odisha,Cloud,Afternoon,Long,10.2,2 Days,Semi-Formal,1,5.5,12.8,Direct,51,41,0,62.2
L03063,South,Telangana,Data Science,Evening,Short,2,2 Days,Formal,1,4.7,14.8,Direct,78,66,1,48
L03064,West,Gujarat,Data Science,Morning,Medium,6.5,2 Days,Casual,1,5.5,10.6,Direct,67,66,0,52.3
L03065,West,Goa,Data Science,Morning,Short,2.1,Same Day,Formal,1,3.4,9.6,Direct,58,50,0,49.7
L03066,East,Odisha,Data Science,Afternoon,Medium,5.7,3-5 Days,Semi-Formal,1,8.1,14.8,Direct,50,53,0,48.8
L03067,South,Andhra Pradesh,Full Stack,Evening,Medium,6.8,3-5 Days,Semi-Formal,1,6,5.8,Direct,59,61,0,56.2
L03068,North,Punjab,Data Science,Afternoon,Long,9.2,2 Days,Semi-Formal,2,5.4,8.2,Direct,62,63,0,47.6
L03069,South,Kerala,Data Science,Evening,Short,1.9,3-5 Days,Semi-Formal,1,6.5,9.3,Campus Ambassador,68,58,0,43.1
L03070,East,Jharkhand,Cloud,Evening,Long,9.2,Same Day,Casual,1,10.2,13.1,Direct,73,63,1,63.3
L03071,North,Delhi,Cloud,Morning,Long,9.3,2 Days,Semi-Formal,1,7.8,10.8,Campus Ambassador,67,55,0,54.2
L03072,West,Gujarat,Cloud,Afternoon,Short,1.3,Same Day,Casual,1,3.4,13.9,Direct,83,64,1,76.7
L03073,South,Tamil Nadu,Data Science,Morning,Medium,6.5,Same Day,Casual,1,10,8.6,Direct,92,80,1,56.8
L03074,South,Tamil Nadu,Cybersecurity,Afternoon,Short,2.5,2 Days,Formal,1,3.5,10.8,Campus Ambassador,67,65,0,53.4
L03075,West,Gujarat,AI & ML,Afternoon,Medium,5.2,1 Day,Semi-Formal,1,5.5,11.7,Direct,71,61,1,57.2
L03076,North,Haryana,Cybersecurity,Evening,Long,9.6,2 Days,Semi-Formal,1,4.7,15.1,Direct,82,75,1,51.6
L03077,South,Andhra Pradesh,Cybersecurity,Afternoon,Medium,6.3,Same Day,Formal,1,2,20.5,Campus Ambassador,91,78,1,49.1
L03078,West,Goa,Cybersecurity,Morning,Long,9.7,3-5 Days,Casual,1,3.2,13.2,Direct,55,44,0,50.9
L03079,South,Kerala,Cybersecurity,Evening,Medium,6.3,2 Days,Formal,1,3.4,17.2,Direct,42,47,0,44.4
L03080,North,Uttar Pradesh,Full Stack,Evening,Medium,6.8,2 Days,Formal,1,4,9.6,Direct,51,54,0,58.6
L03081,West,Maharashtra,AI & ML,Morning,Short,2.6,Same Day,Formal,1,7.5,13.7,Campus Ambassador,65,57,0,52.4
L03082,West,Goa,Data Science,Evening,Medium,6.3,1 Day,Semi-Formal,1,6.6,12.8,Campus Ambassador,67,52,0,49.2
L03083,West,Gujarat,Full Stack,Evening,Medium,6.5,Same Day,Formal,1,4.5,13.2,Direct,68,54,0,57.1
L03084,North,Uttar Pradesh,Data Science,Afternoon,Long,9.8,2 Days,Formal,1,8.8,12.7,Direct,46,40,0,33
L03085,North,Uttar Pradesh,AI & ML,Morning,Medium,6.2,1 Day,Semi-Formal,1,4,11.7,Direct,61,51,0,31.4
L03086,South,Tamil Nadu,Cybersecurity,Afternoon,Medium,6.1,1 Day,Casual,1,6.4,12.3,Direct,81,64,1,46.4
L03087,East,Odisha,AI & ML,Evening,Short,1.6,Same Day,Formal,1,5.4,12,Campus Ambassador,63,52,0,55
L03088,East,West Bengal,Full Stack,Afternoon,Short,2,Same Day,Casual,1,2.4,14.4,Direct,84,70,1,82.8
L03089,East,West Bengal,Cloud,Morning,Short,1,1 Day,Casual,1,4.5,16.1,Direct,54,55,0,52.3
L03090,West,Gujarat,Full Stack,Morning,Short,2.2,1 Day,Semi-Formal,1,6.8,10,Direct,93,78,1,49.1
L03091,North,Uttar Pradesh,Data Science,Afternoon,Long,10.1,3-5 Days,Formal,1,4.9,14.6,Direct,56,49,0,32.4
L03092,North,Haryana,Full Stack,Morning,Long,10.8,Same Day,Semi-Formal,1,6.2,8.9,Campus Ambassador,73,69,1,59.7
L03093,South,Andhra Pradesh,AI & ML,Evening,Short,2.5,2 Days,Formal,1,6.2,12.3,Direct,73,65,1,68
L03094,West,Gujarat,Data Science,Morning,Medium,5.5,1 Day,Semi-Formal,1,4.2,11,Campus Ambassador,78,67,1,57.3
L03095,North,Haryana,Cloud,Evening,Short,2.8,Same Day,Semi-Formal,1,6,13.7,Direct,74,66,1,53.6
L03096,East,Jharkhand,AI & ML,Evening,Long,10.6,Same Day,Semi-Formal,1,3.5,11.9,Campus Ambassador,75,68,1,57.5
L03097,East,Jharkhand,Data Science,Afternoon,Long,10.3,2 Days,Casual,1,7.4,11.1,Direct,50,49,0,40.4
L03098,South,Tamil Nadu,AI & ML,Afternoon,Long,9.1,Same Day,Semi-Formal,1,4.2,10.6,Direct,60,56,0,59.4
L03099,South,Karnataka,Data Science,Afternoon,Short,1.4,Same Day,Casual,1,2.1,10.8,Direct,63,62,0,60.5
L03100,West,Maharashtra,AI & ML,Morning,Short,1.4,1 Day,Semi-Formal,1,4.1,16.6,Campus Ambassador,62,57,0,39.1
L03101,South,Tamil Nadu,Data Science,Evening,Short,2.3,Same Day,Semi-Formal,2,7,11.8,Direct,65,51,0,51.3
L03102,North,Delhi,Full Stack,Evening,Medium,7,Same Day,Casual,1,6.3,16.1,Campus Ambassador,72,57,1,43.2
L03103,South,Karnataka,Cloud,Afternoon,Long,10.2,Same Day,Semi-Formal,1,7.2,10.7,Direct,70,55,1,49.5
L03104,North,Uttar Pradesh,AI & ML,Afternoon,Medium,6.9,Same Day,Formal,1,4.4,11.3,Campus Ambassador,73,60,1,49
L03105,South,Karnataka,Cybersecurity,Morning,Medium,6.4,Same Day,Casual,2,5.6,14.9,Direct,54,49,0,56.5
L03106,West,Goa,AI & ML,Morning,Medium,6,3-5 Days,Formal,1,6.4,9.9,Direct,53,49,0,46.6
L03107,North,Delhi,Cloud,Evening,Long,9.2,2 Days,Semi-Formal,1,5.8,10.1,Campus Ambassador,47,50,0,34.1
L03108,West,Gujarat,Full Stack,Morning,Short,1.5,1 Day,Casual,1,3.2,13.7,Direct,70,62,1,62.4
L03109,West,Goa,Full Stack,Evening,Long,10.3,2 Days,Casual,1,5.3,14,Campus Ambassador,57,46,0,44.3
L03110,North,Delhi,Data Science,Morning,Short,1.9,1 Day,Semi-Formal,1,7.6,13.9,Direct,62,49,0,50.4
L03111,North,Uttar Pradesh,Data Science,Evening,Short,2.6,Same Day,Casual,1,7.9,13.6,Direct,92,84,1,62.5
L03112,North,Delhi,Cloud,Morning,Medium,5.4,1 Day,Semi-Formal,1,4.6,13.1,Campus Ambassador,84,76,1,100
L03113,North,Rajasthan,AI & ML,Afternoon,Short,1.1,1 Day,Semi-Formal,1,4.4,15.1,Direct,71,63,1,53.4
L03114,North,Haryana,Cloud,Afternoon,Medium,6.1,1 Day,Casual,1,7.6,15.2,Direct,61,58,0,56
L03115,West,Gujarat,Cybersecurity,Evening,Medium,5.8,Same Day,Formal,1,5.2,12.5,Campus Ambassador,53,42,0,47
L03116,North,Delhi,Data Science,Morning,Medium,5.5,3-5 Days,Casual,1,7.2,12,Direct,58,52,0,43.5
L03117,East,Odisha,Cloud,Evening,Long,9.5,1 Day,Semi-Formal,1,4.9,12.8,Direct,61,54,0,55.4
L03118,West,Gujarat,Data Science,Morning,Medium,6.5,2 Days,Semi-Formal,2,5.3,16.5,Campus Ambassador,49,40,0,40.3
L03119,West,Gujarat,Full Stack,Afternoon,Medium,6.1,3-5 Days,Semi-Formal,1,6.6,16.7,Direct,56,47,0,52.9
L03120,North,Delhi,Cybersecurity,Morning,Short,2.8,1 Day,Casual,1,4.6,11.9,Direct,66,61,0,53.2
L03121,North,Delhi,Full Stack,Evening,Medium,6,Same Day,Semi-Formal,1,3.4,14.7,Direct,87,74,1,53.1
L03122,East,Bihar,Cloud,Afternoon,Medium,5.4,Same Day,Semi-Formal,1,8.1,13.6,Direct,80,65,1,76.3
L03123,North,Punjab,Data Science,Afternoon,Short,1.5,1 Day,Semi-Formal,1,6.8,12,Direct,76,64,1,52.1
L03124,South,Kerala,Full Stack,Evening,Long,11,1 Day,Semi-Formal,1,5,11.4,Direct,87,66,1,62.7
L03125,West,Gujarat,Cybersecurity,Evening,Medium,5.6,1 Day,Formal,1,3.5,13.5,Direct,79,67,1,60.1
L03126,East,Bihar,AI & ML,Morning,Medium,5.7,Same Day,Semi-Formal,1,8.2,13.5,Direct,83,66,1,72.3
L03127,North,Uttar Pradesh,Cloud,Evening,Long,9.7,1 Day,Semi-Formal,1,3.6,14.6,Campus Ambassador,71,68,1,67.7
L03128,South,Andhra Pradesh,AI & ML,Afternoon,Medium,5.6,Same Day,Formal,1,4.6,16.4,Direct,60,56,0,52
L03129,North,Uttar Pradesh,Cloud,Evening,Medium,6.4,1 Day,Casual,1,5.5,14.9,Campus Ambassador,86,70,1,56.9
L03130,West,Goa,Full Stack,Evening,Long,10.7,3-5 Days,Semi-Formal,1,4.3,8.1,Campus Ambassador,63,57,0,53.2
L03131,West,Goa,Cybersecurity,Evening,Long,9.9,2 Days,Formal,1,6,11.8,Direct,59,57,0,17.7
L03132,North,Delhi,AI & ML,Afternoon,Long,10.3,1 Day,Casual,1,7.2,14,Direct,67,59,0,65.1
L03133,East,West Bengal,Cloud,Afternoon,Long,10.6,2 Days,Semi-Formal,1,7,14.2,Direct,56,55,0,46.4
L03134,West,Maharashtra,Data Science,Evening,Long,10.7,Same Day,Formal,1,9.5,10.4,Direct,59,57,0,40.6
L03135,South,Andhra Pradesh,Cybersecurity,Evening,Short,2.6,2 Days,Casual,1,5.8,10.9,Campus Ambassador,62,63,0,63.1
L03136,North,Delhi,AI & ML,Morning,Medium,6.3,Same Day,Formal,1,4.2,8.4,Direct,67,52,0,59.6
L03137,South,Tamil Nadu,Full Stack,Evening,Long,9.5,Same Day,Formal,1,6,16.5,Campus Ambassador,75,65,1,61.4
L03138,South,Tamil Nadu,Full Stack,Morning,Medium,5.4,Same Day,Formal,1,7,16.5,Campus Ambassador,79,67,1,58.1
L03139,North,Rajasthan,AI & ML,Morning,Medium,5.5,Same Day,Semi-Formal,1,3.8,10.9,Direct,60,53,0,56.2
L03140,North,Haryana,Full Stack,Morning,Medium,6.7,2 Days,Semi-Formal,1,4.1,12.5,Direct,60,54,0,26
L03141,North,Uttar Pradesh,Full Stack,Evening,Long,9.5,1 Day,Casual,1,6.6,12.6,Direct,61,56,0,41.6
L03142,North,Rajasthan,Data Science,Evening,Short,2,1 Day,Formal,1,3.7,12.7,Direct,91,75,1,73.7
L03143,South,Tamil Nadu,Cloud,Morning,Short,1.2,3-5 Days,Formal,1,5.7,13.6,Campus Ambassador,82,68,1,55
L03144,South,Kerala,Cloud,Morning,Long,10.7,2 Days,Casual,1,8,14.1,Campus Ambassador,43,39,0,41.5
L03145,West,Maharashtra,Data Science,Afternoon,Long,9.6,1 Day,Semi-Formal,1,5.6,14,Campus Ambassador,53,54,0,60.9
L03146,South,Telangana,AI & ML,Morning,Long,10.4,1 Day,Formal,1,6.9,10.8,Direct,64,59,0,63.8
L03147,East,Jharkhand,Cloud,Evening,Long,9.4,3-5 Days,Semi-Formal,1,3.6,8.8,Direct,53,43,0,69.7
L03148,West,Gujarat,Cloud,Afternoon,Short,2.2,2 Days,Formal,1,6.3,15.8,Campus Ambassador,58,59,0,33.8
L03149,West,Maharashtra,Full Stack,Morning,Short,2.3,2 Days,Casual,1,5.3,16.1,Direct,69,58,0,48.7
L03150,West,Gujarat,Cybersecurity,Afternoon,Medium,5.2,Same Day,Casual,1,4.1,9.8,Campus Ambassador,39,39,0,53.6
L03151,North,Rajasthan,Cloud,Evening,Long,9.3,3-5 Days,Casual,1,5.1,14.5,Direct,54,48,0,35.7
L03152,North,Uttar Pradesh,AI & ML,Evening,Short,1.8,Same Day,Formal,1,7.9,14.8,Direct,80,71,1,80.1
L03153,South,Kerala,AI & ML,Afternoon,Medium,6.8,Same Day,Casual,1,4,15.6,Direct,84,72,1,67.5
L03154,West,Gujarat,Cloud,Evening,Short,1.7,2 Days,Formal,1,6.7,16.7,Campus Ambassador,39,38,0,51.7
L03155,North,Rajasthan,Cybersecurity,Morning,Long,10.3,2 Days,Semi-Formal,1,5.7,16,Campus Ambassador,78,66,1,50.7
L03156,West,Gujarat,Cybersecurity,Afternoon,Long,9.5,2 Days,Semi-Formal,1,4.8,11.5,Direct,63,54,0,57.5
L03157,South,Karnataka,Cybersecurity,Evening,Medium,6,1 Day,Formal,1,8.1,8.2,Campus Ambassador,65,62,0,40.8
L03158,East,Odisha,Cybersecurity,Evening,Long,10.1,2 Days,Formal,1,5.2,17.4,Direct,43,47,0,39.7
L03159,North,Delhi,Data Science,Afternoon,Short,2.2,Same Day,Semi-Formal,2,5.8,15.4,Direct,77,66,1,75
L03160,East,West Bengal,AI & ML,Evening,Short,2.9,2 Days,Semi-Formal,1,1.8,9.5,Direct,62,55,0,22.5
L03161,West,Goa,Cybersecurity,Morning,Short,2.9,1 Day,Semi-Formal,1,10,13.3,Campus Ambassador,81,74,1,57.2
L03162,West,Gujarat,Full Stack,Evening,Long,10.5,Same Day,Casual,1,2.1,11.6,Direct,73,63,1,42.8
L03163,North,Punjab,AI & ML,Evening,Short,2.6,Same Day,Casual,1,1,13.4,Campus Ambassador,57,60,0,56.5
L03164,North,Uttar Pradesh,Full Stack,Morning,Short,1.7,3-5 Days,Semi-Formal,1,3.5,15.5,Direct,80,66,1,58.3
L03165,East,Jharkhand,Full Stack,Evening,Short,2.7,2 Days,Formal,1,4.4,14.4,Campus Ambassador,82,63,1,60.8
L03166,North,Haryana,Full Stack,Evening,Medium,5.1,Same Day,Formal,1,3.2,8.6,Campus Ambassador,51,53,0,49.5
L03167,North,Haryana,Data Science,Morning,Medium,6.5,Same Day,Semi-Formal,1,2.3,8.9,Direct,71,64,1,60.1
L03168,North,Haryana,Data Science,Morning,Short,2.4,1 Day,Semi-Formal,1,1,8.1,Campus Ambassador,91,80,1,72.5
L03169,South,Telangana,Full Stack,Morning,Long,10.2,1 Day,Formal,1,4.3,12.5,Direct,65,60,0,55.1
L03170,North,Uttar Pradesh,Cloud,Evening,Long,9.6,Same Day,Formal,1,7.2,13.9,Campus Ambassador,73,64,1,57.8
L03171,West,Goa,AI & ML,Evening,Short,1.5,1 Day,Formal,1,4.1,14.3,Direct,63,62,0,65.8
L03172,East,West Bengal,Cybersecurity,Evening,Short,2.3,1 Day,Casual,1,9.3,9.4,Campus Ambassador,81,71,1,50.7
L03173,West,Gujarat,AI & ML,Morning,Medium,5.8,2 Days,Formal,1,4.3,12.5,Campus Ambassador,60,60,0,49.7
L03174,South,Telangana,Cloud,Evening,Medium,6.4,Same Day,Semi-Formal,1,4.4,11.2,Direct,72,57,1,46.2
L03175,West,Maharashtra,Full Stack,Morning,Medium,5.1,1 Day,Semi-Formal,1,5.3,13.2,Direct,71,64,1,54.8
L03176,West,Gujarat,Data Science,Afternoon,Medium,6.8,3-5 Days,Semi-Formal,1,6.2,7.2,Direct,63,61,0,53.3
L03177,East,Jharkhand,Cybersecurity,Afternoon,Medium,6.1,2 Days,Semi-Formal,1,5.8,13.8,Direct,69,59,0,57.9
L03178,South,Karnataka,Cloud,Evening,Medium,6.2,Same Day,Semi-Formal,1,7.6,12.9,Direct,72,69,1,65.8
